,label,text
4509,1.0,"Ốp cute đúng mẫu và đủ , giao nhanh có cả thư cảm ơn. Sẽ ủng hộ thêm "
4510,1.0,"Hàng đóng gói kỹ lưỡng, cẩn thận.\nCòn nguyên tem mác.\nKem dưỡng mịn, thấm nhanh, bôi không bị nhớt. \nTuy nhiên HSD bị mờ, made in Việt Nam"
4511,1.0,"Thơm, bôi lên khá mịn, không bết dính"
4512,1.0,"chất lượng ản phẩm oke lắm nhe, đặt mấy lần rồi lần nào cũng ưng hết"
4513,1.0,"Mùi thơm, thấm, trắng hay ko phải xài hết chai mới biết, giao hàng nhanh, gói cẩn thận ko đổ"
4514,1.0,"Giao hàng rất nhanh luôn, thẩm thấu nhanh k gây nhờn rích ...."
4515,0.0,"Son xinh nhưng không xinh bằng yoon jaehyuk, màu hơi dừ xíu đó"
4516,1.0,Cái ốp 6 thì ok. Nhưng cái ốp X thì hơi lỏng. Nhìn chung so với giá thì ổn!!
4517,1.0,"Giao hàng nhanh chóng, sản phẩm phù hợp với giá tiền, shop làm việc chuyên nghiệp"
4518,1.0,"Ốp nhựa xinh, y hình, giao nhanh, m rất ưng sẽ ủng hộ shop dài dài 😁😁😁"
4519,1.0,Hình ảnh minh họa.sẽ luôn đồng hành cùng sản phẩm.cực kì thím nhé mọi người.săn đc hàng lúc nào cũng OK và gia cực rẻ nữa chứ.dẹp..đẹp..... wyqahshrrjywqtyektnag\n
4520,1.0,Hàng đẹp đủ mỗi tội shop chuẩn bị hàng lâu nhưng bù lại trả lời tin nhắn nhanh thân thiện lần sau sẽ ủng hộ shop tiếp🥰🥰🥰
4521,1.0,"Thời giao hàng nhanh, ốp như hình, dày dặn, chất lượng,  đáng Thời giao hàng nhanh, ốp như hình, dày dặn, chất lượng,  đáng tiền tiền"
4522,1.0,Mua lần 2 \nVẫn hài lòng \n❤️❤️❤️❤️❤️❤️\n❤️❤️❤️❤️❤️❤️\nThích nhất là cường lực 
4523,1.0,Giao hàng nhanh. Trưa thứ 7 đặt mà chiều chủ nhật đã có. Date còn xa.\n
4524,-1.0,Mới mua dsc 4 ngày chs game khá ok pin trâu sạc khá nhanh vân nhạy màn ổn k nhạy lắm mặc dù mua bản 3|64 nhưng khi tap các đa nhiệm thì đơ và lag mất tầm 5p mới trở lại đc bình thường khá thất vọng muốn đổi con c3 khác
4525,1.0,Rất đẹp và chất lượng không còn gì phải bàn cải . Ảnh và video không liên quan ạ @@@@@@@@@@@
4526,0.0,Will đã làm gì mà 👉 đi ngủ đây 😔 ngủ quá r nha a choi di lam chua a ê e
4527,1.0,Son mướt .màu đẹp chuẩn .Giao hàng quốc tế nhanh 1 tuần đã đến . Giá rẻ .Khá hài lòng 😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀
4528,0.0,"Mình vừa mua được 3 ngày xài thấy cũng ok nhưng chuông đt, hay tin nhắn thì hơi nhỏ và cũng mau tuột pin"
4529,1.0,Chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất tốt rất đẹp woahhh 
4530,0.0,Ok
4531,1.0,"oppo A31 với mức giá tầm trung nhưng cấu hình ở tầm cao.. máy xài mượt , chơi game tốt..nhân viên tư vấn bán hàng nhiệt tình.. tư vấn ok"
4532,1.0,Khá là ok
4533,1.0,cảm quan ban đầu là rất tốt về tất cả. được giảm giá khách hàng thân thiết -400k . quá ngon cho 1 cuộc tình haha. sẽ tiếp tục ủng hộ
4534,0.0,Máy ổn về mọi mặt chỉ có chơi game hơi yếu cứ vô lq là văng game không biết khắc phục làm sao 
4535,0.0,"Mới mua lúc chiều , Màn hình k sáng lắm , pin trâu , cam tạm ổn , nhân viên nhiệt tình"
4536,1.0,"Sp tốt, giao hàng nhanh sẽ ủng hộ shop tiếp tục ạ!!!👍🏻❣️❣️❣️❣️"
4537,1.0,Nói chung theo thời gian tôi xài máy rất tốt manh mẻ chơi mượt pin trâu ko có j chê chỉ là khung viền máy dễ bị trầy xước quá thôi con lại mỗi thứ rất ok
4538,1.0,Giao hàng nhanh\nỐp đẹp lắm mn\nMình mà mua ngoài tầm này chắc phải hơn 200 mất 
4539,1.0,"Mùi thơmkieu hương hoa lài, thấm nhanh nhưng có vẻ hơi rít nhẹ, còn độ trắng thì xài lâu mới biết được hi vọng là tốt."
4540,-1.0,Điểm trừ là ốp chống sock xanh ngọc hơi bẩn ạ 😥
4541,1.0,"Sản phẩm rất thơm, mềm mịn, thoa lên da không bết rít, giá cả lại hợp lí"
4542,0.0,Sản phẩm của mình là người đầu tiên thảo luận về các vấn đề về sức khỏe của mình là người đầu tiên thảo luận về những gì đã xảy ra tại một trường đại học ở Việt Nam thì e sẽ cố gắng 
4543,-1.0,Đóng gói k chắc chắn nên bị đổ 1 phần sữa dưỡng thể ra ngoài\n
4544,1.0,"Sản phẩm tốt , phục vụ nhiệt tình . Nhân viên rất tốt  . Điện thoại lướt rất mượt mà . Đáng túi tiền"
4545,1.0,"Mua làm quà tặng mỗi cây 1 màu, packaging đẹp, giao hàng quốc tế vầy là nhanh rồi"
4546,0.0,Okokokokokokokokokokokokokokokokokokookokokokokokokokokokokokokokok
4547,1.0,Sản phẩm tốt 
4548,1.0,Ốp này mà mua về tự deco thì xinh khỏi bàn ạ .Shop bóc hàng cẩn thận quá :'>
4549,1.0,"ốp chống sốc này hơi mềm nhưng vẫn ok nha, rơi máy thoải mái ksao "
4550,1.0,Hàng quốc tế nên giao hơi lâu xíu....đóng gói sp kỹ càng...sản phẩm tốt..son lên màu đậm chuẩn ..đúng chất lì.....son cầm chắc tay lắm luôn..mua lúc sale nên đc giá quá hời..cong nhận đc mã giảm giá..nói chung ko j để chê...đỉnh chóp ❤
4551,1.0,Giao đủ hàng\nSản phẩm rất đẹp\nRất đáng tiền\nThời gian giao hàng rất nhanh
4552,1.0,Video k liên quan ạ .sản phẩm ok giao hàng nhanh ạ............
4553,1.0,"thích nhất khoản đóng gói chắc chắn, mỗi tội bên vận chuyển chậm quá :)) "
4554,1.0,"Giao hàng nhanh, đóng gói đẹp chắc chắn. Chất lượng sản phẩm tuyệt vời. Chất son đẹp."
4555,1.0,Lúc vừa bóc thấy hơi buồn vì bị đổ ra tèm lem nhưng sản phẩm dùng vẫn ok lắm ạ 
4556,1.0,"Đóng gói hết sức cẩn thận và xịn ạ, đồ thì chính hãng chất khỏi bàn, mọi ng yên tâm mua hàng nhé"
4557,0.0,"E mới mua lúc sáng mơi thủ đều ổn rất OK , chỉ có camera sau bị tôi qua kg biết vận đề gì ạh"
4558,1.0,Sp tốt dấu vân tay phải đăng ký kỳ lần đâu thì nhưng lần mở máy sau rất nhạy.nói chug là ok ko thưa gì vmast của bác vượg
4559,1.0,Chính hãng. Sd trắng sau 1 tuần. Tks.
4560,0.0,Máy chơi những game trên 1gb hơi lag. Thỉnh thoảng phải khởi  động máy lại. Nói chung là cũng được trong tầm này
4561,1.0,Ốp lưng iPhone 7 màu tím trong suốt nhẹ mỏng dai dẻo silicon chống sốc bằng 4 gốc đầu cạnh bo tròn.
4562,0.0,Nhiều cái hiển thị kg đúng màuKg biết lỗi máy hay do chíp đồ hoạRõ ràng là chọn kiểu chữ màu đỏMà kg lên nổi màu
4563,1.0,"May thiết kế đẹp,  ngon bin   sài  lâu hết  được  một  ngày.  Nói  chung là  quá tuyệt vời. Hai  long  với  tất cả những gi dmx  kinh doanh "
4564,-1.0,"K phải son kem, chất lỏng gần như nước. Đánh lên sẽ hơi khô môi, chồng son khác lên nhìn thấy vệt màu son mới. Đầu cọ cứng khó tan son,chất lỏng quá son chạy lung tung luôn. Mình chọn màu 909 cho an toàn và công nhận màu đẹp, siêu trắng răng. SON RẤT DỄ TRÔI nha mn. Đeo khẩu trang còn hết ý :'( puồn"
4565,1.0,"Dùng được gần 1 tháng rồi. Cảm thấy rất ổn trong tầm giá. Do nhu cầu sử dụng của mình không quá cao (không game, facebook vài tháng một lần, chủ yếu nghe gọi, nhắn tin, xem tin tức, xem phim, nghe nhạc, ... nên máy vầy đối với mình quá ư là ngon rồi. Camera thì cũng nét lắm, có điều lấy nét hơi chậm. Giao diện Xiaomi thì tùy biến khỏi nói rồi. Có khá nhiều tiện ích, tùy biến lặt vặt nhưng cá nhân mình lại rất thích những ưu điểm nhỏ nhỏ này. Nay lên thấy giảm 200k, hơi tiếc nhẹ vì mua sớm :V"
4566,1.0,Thấy xinh nên mua về. Chưa thử nma đúng mày mình thích nên thích. Gói hàng siêu cẩn thân. Ưng nắm ưng nắm
4567,1.0,Đóng gói sản phẩm rất gọn gàng và chắc chắn . Thời gian giao hàng nhanh 
4568,-1.0,Cảm nhận sau 1thángNếu  ip11 với ss20 là 100 điểm .thì vivo s1pro xứng đáng đạt 85.Máy rất mượt. Cảm ứng nhạy. Nhận dạng nhanh .cam tốt .loa toChưa chơi game nặng nên còn chưa biết hết.Cảm thấy xứng với giá tiền tầm trung.
4569,-1.0,Dùng 2 tháng thấy sản phẩm quá tệ. Cảm ứng không ăn. Cứ đơ lag liên tục. Bấm tắt màn hình rồi bật lên lại được. Quá thất vọng.
4570,1.0,"Hàng chuẩn xịn, giá ukila xài lâu thấy tốt sẽ ủng hộ lâu dài cảm ơn shop"
4571,-1.0,"Với mức giá này mình nghĩ mua realme hoặc Oppo sẽ tốt hơn, vì a21s này mik thấy k hoàn thiện cho lắm, màn hình 6.5in HD+ thì hình ảnh quá xấu, màu sắc k đẹp, loa thì k rõ, âm thanh k sống động k trong trẻo teo nào, pin 5000 nhưng mik thấy cũng bt , có sạc nhanh là ok thôi, vì xưa nay thích Sài samsung nên mua mà mua về thấy k hài lòng cho lắm , lúc trước Sài j7prim thấy tốt hơn nhiều... Mà tiền nào của nấy... nói chung nếu bạn nào k cần sự hoàn hảo thì có thể Sài a21s này "
4572,1.0,"Mua ốp ở Shincase thì khỏi bàn nha. Yên tâm từ chất lượng cho đến dịch vụ, trước giờ đều mua ốp ở đây. Vừa theo trend lại vừa rẻ hay có flashsale"
4573,1.0,"Giao hàng siêu nhanh, mùi nhẹ nhàng dịu nhẹ chất hơi đặc nhưng k dính, mỗi là lúc mình mới mở thì phát hiện kem bị trào ra chỗ vặn"
4574,0.0,"Máy tốt trong tầm giá, loa to, nhưng pin 3000 thì hơi tệ, radio thu sóng hơi tệ, mở radio liên tục 8h mức âm lượng 2 vạch thì từ đầy pin xuống luôn vạch đỏ. "
4575,1.0,"Lần nào mua hàng bên shincase cũng ưng thật sự ❤️❤️ giao hàng cực nhanh, bọc hàng cũng cẩn thận, và quan trọng hơn hết ốp còn rất đẹp nha mn, hàng rẻ mà chất lượng khỏi nói lun ý ❤️ "
4576,1.0,Hàng chất lượng
4577,1.0,Son lên màu như hình\nĐóng gói cẩn thận\nSon cầm chắc tay \nSẽ ủng hộ shop lần tiếp theooo
4578,1.0,Quá tuyệt với . pin tốt giá tốt máy đẹp 4camera tốt trong phân khúc Nhân viên pv tốt . vui vẻ 
4579,1.0,Đóng gói sản phẩm rất đẹp. Dùng không thấy bị nhờn rít. Mùi khá dễ chịu
4580,0.0,Shop có bán sạc dự phòng không? ốp lưng cho dòng oppo reno 7 không mua dùm cho thằng bạn
4581,1.0,Ốp rất oke ship nhanh chóng gói hàng cẩn thận sẽ ung hộ shop dài dài
4582,1.0,Giao đúng hàng nè mặc dù mình đặt tùm lum loại cho tùm lum dòng luôn
4583,-1.0,"Oppo reno3 pro.qa 3 ngày sử dụng: sạc pin cực kỳ nóng,xài nhanh hết pin, lướt web khoảng 15p là nóng như muốn nổ.thua r."
4584,1.0,Máy mới mua củng ổn .cho mình hỏi dòng a12 này pin li-po có fải sạc 8tiếng lần đầu không và sạc lần đầu thì sài còn bao nhiêu % thì sạc được để pin bền .với lại sạc bao nhiêu lần như thế mới sạc lại bình thường
4585,1.0,"Giao hàng nhanh, ốp mềm đẹp phù hợp với giá tiền. Đóng gói hàng chắc chắn. Video mang tc nhận xu"
4586,-1.0,"Sử dụng 1 tháng rồi mình cảm nhận camera mờ,chụp thiếu sáng thì quá kém,cảm biến vân tay hao pin lúc được lúc không,cảm biến tiệm cận lúc được lúc không,máy lag dù không chơi game,màn hình hiển thị kém...Lỡ mua rồi giờ biết làm sao."
4587,-1.0,Máy mới mua dc 5 ngay.Sao pin hao nhanh ju z k bit fai lôi k
4588,1.0,"Đóng gói Sản phẩm đẹp và chắc chắn, Chống nắng, nhưng ở trong phòng lạnh dưỡng ẩm cũng tốt, sáng da, shop giao đúng hàng. HSD 09/2022."
4589,1.0,Sản phẩm tuyệt vời ạ
4590,1.0,"Kem thẩm thấu nhanh k bét dính, thơm nhẹ dễ chịu"
4591,1.0,Lỳ lắm luôn\nUmeeeeeeeee
4592,-1.0,Màn hình sọc . đổi 2 cái mà vẫn vậy. Cảm ứng rất tệ.  Màn hình nên khắc phục . mỏi lần nóng máy hoặc bâth 4G là sọc đọc không được tn luôn. Nhấn vào màn hình là sọc. Cứ lên bảo hành nói là lỗi phân mềm cáp nhật về cũng vậy. Quá tệ 
4593,1.0,"Lần đầu mua mỹ phẩm qua mạng, của shop uniliver oficial hy vọng tốt"
4594,1.0,"Shin Case đảm bảo:\n- Mang lại cho quý khách những sản phẩm tốt nhất, đẹp nhất.\n- Nếu hàng bị lỗi do sản xuất. Shin Case cam kết sẽ hoàn tiền hoặc gửi lại sản mới thay thế cho quý khách.\n- Thương hiệu tạo niềm tin!\n\nMô tả sản phẩm Kính Cường lực Iphone\n- Thiết kế: Bo khít máy\n- Chất liệu: Kính\n- Dòng"
4595,1.0,Đẹp tốt 
4596,1.0,Giao nhanh nhưng Shop bọc hàng k kĩ bị ra ngoài bao nhiêu hi vọng lsau bọc hàng cần thậnn hơn ☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️
4597,1.0,Hàng ổn an
4598,1.0,Xài đc 9 tháng lúc mua 3.690.000 tới giờ vẫn chưa phát hiện lỗi j pin trâu máy mượt chụp hình đẹp
4599,-1.0,Ko tốt rồi.giăt.đứng máy.treo máy.bực bởi lắm.tình đập luôn.tiệt tiền nên thôi.được 1cai là camera tốt.chíp g90 tệ.
4600,0.0,                 Ốp lưng iphone - Ốp iphone Lovely Good thêu 5/5s/6/6plus/6s/6splus/7/7plus/8/8plus/x/xr/xs/11/12/pro/max/plus/promax
4601,1.0,Giao hàng khá nhanh tuy nhiên một số góc không ôm vào điện thoại. Tuy nhiên giá và chất lượng thế này là hợp lí
4602,-1.0,Gói hàng k cẩn thận .
4603,1.0,"Giao khá nhanh , giao đủ mn nên mua ạ , shop đa dạng mẫu mã khác nhau nữa mn có thể tham khảo s"
4604,0.0,  Mk mới mua được 2 tuần . Máy chạy hơi chậm .và hay bị đơ màn hình nhân viên bán hàng nhiệt tình
4605,1.0,"Mua hồi ngày 5 tháng 5, máy đẹp, mượt, cam ổn. Xem Youtube thì màu không được rực rỡ mấy, màu da hơi nhợt nhạt, nhưng vì chỉ là HD+ nên thế là quá tốt rồi. Nhìn chung máy rất OK.Mình thật sự thất vọng và khó chịu bởi thái độ của nhân viên tư vấn, chị ấy tư vấn qua loa và gần như nói rất rất rất ít về tính năng điện thoại, sau đó hỏi mình rồi có dán mặt sau không?cùng thái độ cộc cằn khó chịu."
4606,1.0,ốp dẹp lắm hihiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
4607,1.0,Giao hàng khá nhanh. Ốp xinh. Okkkkkkkkkkkkkkkkkkkkkkkkkk
4608,0.0,"Chưa ưng hẳn vì con chip 660 nhưng xung nhịp thấp nhất 1.8gh cũng ok, vẫn cho 5Thiết kế rất ok, nâng con chip lên sd 8x thì hoàn hảo luôn"
4609,1.0,"Ốp giống hình, siêu xịn xò chất lượng hơn giá tiền luôn, giao hàng nhanh lắm"
4610,1.0,Chất lượng sản phẩm tuyệt vời đóng gói okie hhhhhhhhhhjjjjhhjhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
4611,1.0,"Giao hàng nhanh, đóng gói hàng rất chắc chắn và cẩn 🥰. Mình có test thử ra tay, mùi sữa dưỡng rấttttt thơm và kem thấm vào da nhanh 😍 chai to cầm rất nặng tay 👍 mình chưa sử dụng nên chưa biết chất lượng ra sao hihi 😅. Nói chung là rất yên tâm khi mua hàng Shopee Mall nheee 😘"
4612,1.0,"Mình đã mua và sử dụng điện thoại được trên 10 ngày rồi và mình có đôi lời muốn nói với những bạn nào muốn mua máy và cần 1 số lời khuyên. Bạn nào có ý định mua điện thoại này về chơi game thì mình khuyên các bạn nên mua ngay và luôn nhé Giá siêu tốt trong phân khúc này, chơi liên quân auto mượt, fps luôn từ 59-60, pubg cũng không ngoại lệ. Camera mình thấy cũng khá ổn, có thể chụp rất rõ vào ban đêm, điện thoại không nóng như 1 số người nói Mình chơi game 2-3 tiếng thì máy nóng nhất chỉ có 39°C ở phần thân. Mình không biết vài người nghĩ sao chứ với mình thì 1 chiếc điện thoại giá vậy mà chơi game cực tốt như vậy thì quá tuyệt vời và oke rồi. "
4613,-1.0,Mới sài để cặp đã nứt màn không lên nứt nên k có bảo hành thay màn gần bằng máy mới chán
4614,1.0,Sữa dưỡng thể mình mua dùng vì được mọi người recomment rất nhiều. Trước hết mình rất vui vì hàng giao rất là nhanh (mình ở HN mà shop ở HCM) và shop đóng gói cũng rất cẩn thận nữa. Còn về chất lượng sp mình sẽ quay lại đánh giá sauuu \n( sorry vì mình lười chụp ảnh và quay vid quá trừi :(() 
4615,0.0,Rất hài lòng .. tuy nhiên pin kém hết nhanh.đối với iPhone phải chấp nhận .nhân viên tốt nhiệt tình với khách hàng iPhone 8 thì hợp trong tầm giá nó chung là iPhone chưa làm tôi thất vọng
4616,0.0,Sài ổn pin trâu sạc nhanh nhưng ứng dụng của oppo phiền phức chết đi đc giúp thì ít nhây thì nhiều
4617,1.0,Tôi thấy sản phẩm này quá ngon trong tầm giá . Thứ nhất là về pin pải nói là trâu vãi ra Thứ hai là chip mạnh chiến game khá mượt Thứ ba camera chụp ảnh đẹp cực kì Thứ tư màn hình full HD + vs màn hình lớn cho cảm giác rất thoải mái khi xem phim cững như về mặt hiển thị Cuối cùng là nhận diện khuôn mặt và vân tay rất nhạy mình lỡ tay chạm vào là đt mở ngay lập tức. Về Phần Chê thì mình khá tiếc khi 3gb ram nó ko ổn chỉ thoát game vào nhắn tin xíu vô lại game thì nó load lại từ đầu nên hơi bực nhưng mà nói chung là tốt nên mua nha m.n
4618,1.0,"Sản phẩm rất ok shop đóng gói hàng chắc chắn, giao hàng khá nhanh "
4619,-1.0,"bị đổ khá nhiều , đủ sl mua, chưa dùng chưa biết kết quả, check đúng mã vạch , khá yên tâm"
4620,1.0,Hài lòng
4621,0.0,Đóng gói kĩ càng chất lượng tuyệt vời mình đặt hai cái 1 loại là có gương thì đúng vs mk đặt nhg loại t2 là trong suốt mà lại thành trong suốt vàng bùn ghê.
4622,-1.0,"Màn hình quá nhỏ, pin quá yếu, dùng dữ liệu di động máy rất nóng, độ nhạy cảm ứng màn hình quá tệ, camera chưa kịp trải nghiệm. Không thể chơi được game với màn hình bằng 3 ngón tay. Kết nối dữ liệu di động quá yếu. Giá rẻ so với cùng họ IPhone nhưng so với hãng khác thì có lẽ với giá này mà máy như vậy chúng ta ko thèm ngó đến. Chúng ta mua thương hiệu iPhone thôi chứ không phải mua vì chất lượng sản phẩm. Đã mua nên quá thất vọng và hối hận. Đau thật "
4623,0.0,"M529 hợp với  người   già,bàn phím dễ  sử  dụng.Hơi yếu 1 tí là chuông cài  mạc định,nhỏ  quá,không thể  chỉnh đượccho to"
4624,1.0,Mới mua sáng nay.đt kiểu dáng màu sắc đẹp.rất thích.nhân viên tư vấn dễ thương gần gũi
4625,1.0,"Dùng 4 tháng máy ổn game mượt xạc nhanh chụp hình cam thương đẹp k ảo ,không có gì để chê ở tầm giá này "
4626,1.0,"Son siêu xinh, màu lênn cực đẹp, độ bám cao. Mùi thì không quá khó chịu như mọi người nói, ship hàng nhanh, mình mua giá sale nên cực ưng"
4627,1.0,ốp siêu dễ thương. mình sẽ ủng hộ tiếp. sản phẩm rất đáng tiền mua.
4628,0.0,"điện thoại gì mà không có chức năng tắt và bật sáng màn hình khi có tin nhắn đến, thật sự bực mình khi bỏ túi mà có tin nhắn đến nó cứ sáng màn hình, khi mình cữ động là màn hình nó cứ nhảy lung tung khi ko có tn đến cũng vậy lâu lâu tự sáng màn hình lên, để theo kiểu bỏ túi mà đưa màn hình ra ngoài để ko bị cấn màn hình khi có tn đến mà ko biết da đập vào đâu màn hình nó trầy te tua. Còn phần mềm thì tương đối ổn, pin tạm được, vân tay thì không nhảy lắm, sạc không bị nóng máy."
4629,-1.0,"Loa ngoài chỉ nghe được bên phải, loa bên trái hoàn toàn không nghe được. Tôi mua máy ngày 03/05/2020"
4630,1.0,Hàng đẹp lắm ạaaa thank kiu shoppp 🥰🥰🥰🥰🥰🥰😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢
4631,1.0,"Đồ đẹp, chất lượng, giao bth, nên mua, sẽ ủng hộ dàu dài ♥️♥️♥️♥️♥️♥️♥️"
4632,0.0,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
4633,0.0,"xinh lắm ạ, vì đợt tết nên giao hơi lâu còn lại thì rất chi là ukii"
4634,1.0,Chất lượng sản phẩm tuyênt vời đóng gói sản phẩm rất đẹp kĩ càng
4635,0.0,"Đó mình chỉ chơi game nhẹ, nên tất cả đều ổn trong tầm giá, trừ pin quá tệ chỉ đọc báo, lượt web được 5 tiếng là hết pin. Máy để pin 4000 là quá ảo."
4636,1.0,Ốp hịn lắm nha. Quất hẳn 5 em về nhà🥲 giao hàng nhanh hai hôm đã nhận được rồi
4637,-1.0,Có ai bị giống mình không máy thì sài bình thường mà hở xem phim lâu lâu cứ bị đơ hình mà tiếng vẫn chạy là thế nào ấy nhỉ
4638,0.0,"Đã mua máy được 1 tuần , ban đầu thì chưa có cảm tình gì mấy vì mắc lỗi khi vào game Liên Quân thì xảy ra tình trạng gói cài đặt không hoàn chỉnh và yêu cầu xóa và download lại , nhưng với mức giá này không đòi hỏi quá cao về máy , đã khắc phục được lỗi này , máy tốt thao tác các ứng dụng nhanh , chơi game mượt , đạt 9 điểm "
4639,1.0,Sờ mướt \nShipper vui tính\nNhưng có mùi như mùi dầu gội \nCòn trắng hay k dùng lâu mới biết đc
4640,0.0,Vừa mua nói chung ổn trong tầm giá .
4641,1.0,giao hàng nhanh\nsp đẹp giống hình\nhợp giá tiền\nlần sau sẽ ủng hộ shop tiếp
4642,1.0,Ốp rẻ mà xinh xẻo cực kì luôn á.\n(Video chỉ mang tính chất kiếm xu)
4643,1.0,"Ốp đẹp hơn mong đợi,hình ảnh chỉ mang tính chất minh hoạ,lần sau sẽ ủng hộ shop"
4644,1.0,"Hàng chất lượng, giao hàng nhanh, đóng gói cẩn thận. Cho shop 5*, sẽ ủng hộ tiếp"
4645,1.0,"Phân vân giữa 8 plus và XR nhưng vẫn thích kiểu dáng của 8 plus hơn. Cấu hình và camera vừa đủ xài. Mình mua ở chi nhánh Nguyễn Tất Thành Q.4, chị Nhung rất nhiệt tình và dễ thương <3 "
4646,1.0,"giao hàng rất nhánh chiều hôm trc đặt hôm sau có luôn rồi, mẫu mã đa dạng mà giá ok nữa, với lại dùng xu nên chỉ mất hơn 60k cho 4c ốp + dây sạc 3m"
4647,-1.0,Thất vọng về nokia . Một chiếc máy chỉ để nghe nhạc . Càng ngày công nghệ càng phát triển . Nhưng máy lại ko dk tích hợp 3G hay 4G . Wifi .
4648,-1.0,"Thất vọng,Cầm thôi thì nắp sau của đã phát ra dị âm két két,Bóp nhẹ nắp sau thôi thì nó kêu như cái máy xay.Đã đổi cái khác nhưng dùng 2 tháng thì lại bị tương tự.Tôi nghĩ đây là lỗi thiết kế rồi, nên thôi ko đổi nữa.Và chịu đựng sự khó chịu này.Dow cost quá mức, mà ko chú tâm đến chất lượng."
4649,1.0,"giao hàng đầy đủ\nđóng gói cẩn thận \ngiao hàng nhanh\nmua nhiều lần rồi, lần nào cũng ưng"
4650,1.0,Đã nhận được hàng. Màu xinh đẹp úa thể. Đánh mướt mềm. Săn dc với giá 62k về tay 2 thỏi
4651,1.0,"Gói hàng đáng yêu, bao chắc chắn, lần nào mua cũng ưng hết trơn"
4652,1.0,"Dùng thích lắm ạh, tuy k biết có trắng lên đc tí nào ko, thấm da tốt, mềm da chưa đáng kể 🤣"
4653,1.0,Mọi người nên mua . Hàng siu ok
4654,1.0,1 màu son cho 2 màu da. \nSon mịnh môi. Màu đẹp\nNói chung là yêu đó.
4655,0.0,Mới mua kiểu dáng đẹp pin trâu mỗi tội vẫn hơi ọp ẹp tí vẫn chấp nhận dk nếu xét về giá thì đáng để mua
4656,-1.0,Ai dự định mua thì đừng bao giờ mua máy này. Sạc nhanh không thấy ma chỉ thấy sạc 1 đêm được 6% trong khi ko cúp điện hay mất điện gì. 
4657,-1.0,"Mua từ trước tết rồi mà tức quá ngoại trừ nó pin trâu với cái rẻ thì chẳng mong đợi gì, vì quá nhiêtu quảng cáo trên máy tự do mở lên quảng cáo không tắt được mà có tắt thì mấy hôm sau lại bị. Màn hình tối, giao diện vẫn còn của đời máy cũ không đẹp tý nào. Miui thì đang ở 9. 💁 Thất vọng khi mua MiA biết vậy mua redmi thích hơn"
4658,1.0,Thương hiệu samsung thì chất lượng nv thế giới di động tư vấn bán hàng nhiệt tình đt xài tốt mẫu đẹp cầm đầm tay triệu like...
4659,1.0,"mới đặt sáng hôm qua chiều hôm nay đã có hàng, đóng gói kĩ nữa, sản phẩm lại tốt. sẽ ủng hộ tiếp ❤️"
4660,1.0,Rat tottttttttttttttttttttttttttttttttttttttttttttttt 
4661,0.0,"Trên xuống dưới là 941,934 và V17 nhé:)) 934 đẹp nhất ( đỏ đất ) rồi đến 941 ( kiểu cam đất) và v17 làm mình khá thất vọng, vỏ thì sang nma màu k được như ảnh. Nó kiểu tím tím mộng mơ sau khi hun ngiu được mấy cái ý:))"
4662,-1.0,"tai nghe khó kết nối với máy không hiểu sao.tai nghe mang đau tai, pin rút hơi nhanh."
4663,0.0,nhìn chung ổn trong tầm giá
4664,1.0,đã nhận được hàng. chưa dùng thử chưa biết như thế nào. hy vọng là hợp 
4665,1.0,"Ốp xinh lắm ạ, sorry vì em đăng ảnh ko liên quan nhưng ốp đáng để mua lắm nha mn oii"
4666,1.0,giao hàng nhanh\nchất lượng sản phẩm tuyệt vời\nđóng gói đẹpppp
4667,1.0,Ốp xinh lắm ạ . Shop giao đúng mẫu nữa . Rẻ mà đẹp . Đóng gói cẩn thận . Giao hàng nhanh . Nên mua 
4668,1.0,"Màu siêu ưng các bác ơi. Mịn, mềm môi dã man. Nhẹ môi, mướt thích lắm. Nói chung siêu ưng "
4669,1.0,"Mua 7 ốp. 2 ốp màu xanh đẹp xuất sắc, 2 ốp tráng gương ổn với giá tiền, tốt, 3 ốp trong mỏng quá k ưng lắm nhưng giá nào của đấy k đòi hỏi thêm dk. Sẽ còn ủng hộ dài dài"
4670,0.0,Vương Diễm Quỳnh hự.cj chỉ  bằng nửa của em thui😍ng gì mà đk cả dáng cả mặt thế cưngihskwpwjwwkwjvekeowjwnenndkdldldndkdldkbepqjwvwowpdbdkfodvdpdjsvapqohwvebdpdnsmsdndndbbdbdbd
4671,0.0,Oke an
